#,編號,服務中心,類別,名稱,上課日期,時間,逢星期,堂數,戶外上課,上課地點,課室,上限,收費,導師,操作
258,SIC250082,山景服務處|(S),興趣班組|(IC),(成班)【暑期】幼兒Phonics基礎班|(SIC250082),2025-07-21 (開始)|2025-08-18 (結束),14:10 (開始)|15:10 (結束),一,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$530.00 (課程)|$450.00 (學生)|$630.00 (非會員)|,,學生數: 7
259,SIC250081,山景服務處|(S),興趣班組|(IC),(成班)【暑期】幼兒英語魔術學院|(SIC250081),2025-07-21 (開始)|2025-08-18 (結束),13:05 (開始)|14:05 (結束),一,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$420.00 (課程)|$350.00 (學生)|$520.00 (非會員)|,,學生數: 3
260,SIC250080,山景服務處|(S),興趣班組|(IC),(成班)【暑期】幼兒英語童Sing唱唱唱|(SIC250080),2025-07-21 (開始)|2025-08-18 (結束),12:00 (開始)|13:00 (結束),一,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$530.00 (課程)|$450.00 (學生)|$630.00 (非會員)|,,學生數: 7
261,SIC250079,山景服務處|(S),興趣班組|(IC),(成班)【暑期】英數升級預備班(升小四至小六)|(SIC250079),2025-07-21 (開始)|2025-08-18 (結束),10:30 (開始)|12:00 (結束),一,5 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$500.00 (課程)|$420.00 (學生)|$600.00 (非會員)|,,學生數: 7
262,SIC250078,山景服務處|(S),興趣班組|(IC),(成班)【暑期】英數升級預備班(升小一至小三)|(SIC250078),2025-07-21 (開始)|2025-08-18 (結束),09:00 (開始)|10:30 (結束),一,5 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),7 人,$450.00 (課程)|$380.00 (學生)|$550.00 (非會員)|,,學生數: 6
263,SIC250077,山景服務處|(S),興趣班組|(IC),(朱芷莹)電鋼琴班(六)（17:30 - 18:00）|(SIC250077),2025-04-26 (開始)|2025-05-17 (結束),17:30 (開始)|18:00 (結束),六,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
264,SIC250076,山景服務處|(S),興趣班組|(IC),(個別)(只限仁濟幼稚園)兒童多元美勞班|(SIC250076),2025-04-15 (開始)|2025-07-08 (結束),16:30 (開始)|17:30 (結束),二,11 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),1 人,"$1,035.00 (課程)|$1,135.00 (非會員)|",,學生數: 1
265,SIC250075,山景服務處|(S),興趣班組|(IC),（個別）兒童珠心算A|(SIC250075),2025-03-29 (開始)|2025-03-29 (結束),13:00 (開始)|14:00 (結束),六,1 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),1 人,$100.00 (課程)|$200.00 (非會員)|,,學生數: 1
266,SIC250074,山景服務處|(S),興趣班組|(IC),初級瑜伽課程H(四)|(SIC250074),2025-04-17 (開始)|2025-06-12 (結束),19:15 (開始)|20:30 (結束),四,8 (堂數)|1 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$480.00 (課程)|$580.00 (非會員)|,,學生數: 16
267,SIC250073,山景服務處|(S),興趣班組|(IC),初級瑜伽課程K(一)|(SIC250073),2025-04-28 (開始)|2025-06-23 (結束),19:15 (開始)|20:30 (結束),一,8 (堂數)|1 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),20 人,$480.00 (課程)|$580.00 (非會員)|,,學生數: 6
268,SIC250072,山景服務處|(S),興趣班組|(IC),(轉班)兒童畫班|(SIC250072),2025-05-10 (開始)|2025-06-21 (結束),10:30 (開始)|11:30 (結束),六,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),9 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 2
269,SIC250071,山景服務處|(S),興趣班組|(IC),輕鬆健體瑜伽課程E(三)|(SIC250071),2025-05-21 (開始)|2025-07-23 (結束),20:30 (開始)|21:45 (結束),三,8 (堂數)|2 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),10 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 6
270,SIC250070,山景服務處|(S),興趣班組|(IC),英文精讀班|(SIC250070),2025-05-17 (開始)|2025-06-14 (結束),09:30 (開始)|10:30 (結束),六,4 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 2
271,SIC250069,山景服務處|(S),興趣班組|(IC),跆拳道班C|(SIC250069),2025-05-02 (開始)|2025-05-30 (結束),18:00 (開始)|19:00 (結束),五,5 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$375.00 (課程)|$475.00 (非會員)|,,學生數: 0
272,SIC250068,山景服務處|(S),興趣班組|(IC),(個別)蘇州鼓|(SIC250068),2025-05-08 (開始)|2025-06-26 (結束),17:45 (開始)|19:00 (結束),四,7 (堂數)|1 (停課)|1 小時 15 分 (時長)|,,,禮堂|(SK1),1 人,$160.00 (課程)|$260.00 (非會員)|,,學生數: 1
273,SIC250067,山景服務處|(S),興趣班組|(IC),(個別)懷舊國語金曲班|(SIC250067),2025-05-07 (開始)|2025-06-18 (結束),16:30 (開始)|18:00 (結束),三,7 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,禮堂|(SK1),30 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 4
274,SIC250066,山景服務處|(S),興趣班組|(IC),府內派42式簡化太極拳|(SIC250066),2025-04-15 (開始)|2025-05-13 (結束),09:00 (開始)|10:00 (結束),"二, 四",8 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 18
275,SIC250065,山景服務處|(S),興趣班組|(IC),太極九式防御術(長者)|(SIC250065),2025-04-17 (開始)|2025-06-26 (結束),08:00 (開始)|09:00 (結束),四,10 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 3
276,SIC250064,山景服務處|(S),興趣班組|(IC),太極九式防御術(長者)|(SIC250064),2025-07-03 (開始)|2025-09-04 (結束),08:00 (開始)|09:00 (結束),四,10 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,禮堂|(SK1),20 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 0
277,SIC250063,山景服務處|(S),興趣班組|(IC),(梁品賢)電鋼琴班(日)（13:00 - 13:30）|(SIC250063),2025-04-13 (開始)|2025-05-04 (結束),13:00 (開始)|13:30 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
278,SIC250062,山景服務處|(S),興趣班組|(IC),英文精讀班|(SIC250062),2025-04-05 (開始)|2025-05-03 (結束),09:30 (開始)|10:30 (結束),六,4 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 2
279,SIC250061,山景服務處|(S),興趣班組|(IC),(個別)合唱團表演班|(SIC250061),2025-03-28 (開始)|2025-06-27 (結束),10:00 (開始)|12:00 (結束),五,12 (堂數)|2 (停課)|2 小時 0 分 (時長)|,,,龍逸社區會堂會議室|(SK6),2 人,$300.00 (課程)|$400.00 (非會員)|,,學生數: 2
280,SIC250059,山景服務處|(S),興趣班組|(IC),成人水彩畫課程|(SIC250059),2025-06-12 (開始)|2025-08-28 (結束),10:00 (開始)|12:00 (結束),四,10 (堂數)|2 (停課)|2 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 3
281,SIC250058,山景服務處|(S),興趣班組|(IC),(退款)成人鉛筆素描課程|(SIC250058),2025-06-04 (開始)|2025-08-06 (結束),10:30 (開始)|12:30 (結束),三,10 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$430.00 (課程)|$530.00 (非會員)|,,學生數: 1
282,SIC250057,山景服務處|(S),興趣班組|(IC),中國水墨畫|(SIC250057),2025-05-20 (開始)|2025-07-15 (結束),10:00 (開始)|11:30 (結束),二,8 (堂數)|1 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 4
283,SIC250056,山景服務處|(S),興趣班組|(IC),課餘託管A(P1-P3)|(SIC250056),2025-04-01 (開始)|2025-04-30 (結束),16:00 (開始)|17:30 (結束),"一, 二, 三, 四, 五",19 (堂數)|3 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),6 人,"$2,000.00 (課程)|$2,100.00 (非會員)|",,學生數: 1
284,SIC250055,山景服務處|(S),興趣班組|(IC),創意編織DIY|(SIC250055),2025-04-14 (開始)|2025-04-28 (結束),10:00 (開始)|12:00 (結束),一,2 (堂數)|1 (停課)|2 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$50.00 (課程)|$150.00 (非會員)|,,學生數: 10
285,SFP250006,山景服務處|(S),活動|(E),(3歲以下幼兒)愉快二天團|(SFP250006),2025-04-26 (開始)|2025-04-27 (結束),07:45 (開始)|17:00 (結束),"六, 日",2 (堂數)|0 (停課)|9 小時 15 分 (時長)|,,,SK|(SK4),1 人,$200.00 (課程)|$300.00 (非會員)|,,學生數: 1
286,SIC250054,山景服務處|(S),興趣班組|(IC),(連天睿)電鋼琴班(日)（12:30 - 13:00）|(SIC250054),2025-04-06 (開始)|2025-04-27 (結束),12:30 (開始)|13:00 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
287,SIC250053,山景服務處|(S),興趣班組|(IC),(梁品賢)電鋼琴班(日)（13:00 - 13:30）|(SIC250053),2025-03-16 (開始)|2025-04-06 (結束),13:00 (開始)|13:30 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
288,SIC250052,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第五期)|(SIC250052),2025-04-17 (開始)|2025-06-05 (結束),16:15 (開始)|17:15 (結束),四,6 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),15 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 15
289,SIC250051,山景服務處|(S),興趣班組|(IC),(舊生優先)I LOVE PHONICS B(中班)|(SIC250051),2025-04-17 (開始)|2025-06-05 (結束),17:30 (開始)|18:30 (結束),四,6 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$560.00 (課程)|$660.00 (非會員)|,,學生數: 5
290,SIC250050,山景服務處|(S),興趣班組|(IC),(舊生優先)I LOVE PHONICS B(高班)|(SIC250050),2025-04-17 (開始)|2025-06-05 (結束),17:30 (開始)|18:30 (結束),四,6 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),3 人,$620.00 (課程)|$720.00 (非會員)|,,學生數: 3
291,SIC250049,山景服務處|(S),興趣班組|(IC),兒童綜合畫班|(SIC250049),2025-04-14 (開始)|2025-06-02 (結束),16:30 (開始)|17:30 (結束),一,6 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$450.00 (課程)|$550.00 (非會員)|,,學生數: 2
292,SIC250048,山景服務處|(S),興趣班組|(IC),(個別)(只限仁濟幼稚園)兒童中國舞課程|(SIC250048),2025-03-10 (開始)|2025-06-30 (結束),16:30 (開始)|17:30 (結束),一,14 (堂數)|3 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),3 人,"$1,050.00 (課程)|$1,150.00 (非會員)|",,學生數: 3
293,SFP250005,山景服務處|(S),活動|(E),(轉名)愉快二天團|(SFP250005),2025-04-26 (開始)|2025-04-27 (結束),07:45 (開始)|17:00 (結束),"六, 日",2 (堂數)|0 (停課)|9 小時 15 分 (時長)|,,,SK|(SK4),1 人,$30.00 (課程)|$130.00 (非會員)|,,學生數: 1
294,SIC250047,山景服務處|(S),興趣班組|(IC),成人水彩畫課程|(SIC250047),2025-03-27 (開始)|2025-06-05 (結束),10:00 (開始)|12:00 (結束),四,10 (堂數)|1 (停課)|2 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 4
295,SIC250046,山景服務處|(S),興趣班組|(IC),中國水墨畫|(SIC250046),2025-03-25 (開始)|2025-05-13 (結束),10:00 (開始)|11:30 (結束),二,8 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 4
296,SIC250045,山景服務處|(S),興趣班組|(IC),兒童珠心算B|(SIC250045),2025-03-29 (開始)|2025-05-03 (結束),12:00 (開始)|13:00 (結束),六,4 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 3
297,SIC250044,山景服務處|(S),興趣班組|(IC),兒童珠心算A|(SIC250044),2025-03-29 (開始)|2025-05-03 (結束),13:00 (開始)|14:00 (結束),六,4 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 3
298,SIC250043,山景服務處|(S),興趣班組|(IC),(孔俊軒)電鋼琴班(日)（12:00 - 12:30）|(SIC250043),2025-04-06 (開始)|2025-04-27 (結束),12:00 (開始)|12:30 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
299,SIC250042,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童多元美勞班|(SIC250042),2025-03-04 (開始)|2025-07-08 (結束),16:30 (開始)|17:30 (結束),二,17 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),12 人,"$1,600.00 (課程)|$1,700.00 (非會員)|",,學生數: 8
300,SIC250041,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童中國舞課程|(SIC250041),2025-03-03 (開始)|2025-06-30 (結束),16:30 (開始)|17:30 (結束),一,15 (堂數)|3 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),12 人,"$1,125.00 (課程)|$1,225.00 (非會員)|",,學生數: 11
301,SIC250040,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童跆拳道課程|(SIC250040),2025-03-14 (開始)|2025-06-20 (結束),16:30 (開始)|17:30 (結束),五,12 (堂數)|3 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),21 人,$660.00 (課程)|$760.00 (非會員)|,,學生數: 21
302,SFP250004,山景服務處|(S),活動|(E),(小童不佔床)愉快二天團|(SFP250004),2025-04-26 (開始)|2025-04-27 (結束),09:00 (開始)|17:00 (結束),"六, 日",2 (堂數)|0 (停課)|8 小時 0 分 (時長)|,,,SK|(SK4),2 人,$698.00 (課程)|$798.00 (非會員)|,,學生數: 2
303,SFP250003,山景服務處|(S),活動|(E),(成人)愉快二天團|(SFP250003),2025-04-26 (開始)|2025-04-27 (結束),07:45 (開始)|17:00 (結束),"六, 日",2 (堂數)|0 (停課)|9 小時 15 分 (時長)|,,,SK|(SK4),39 人,$768.00 (課程)|$868.00 (非會員)|,,學生數: 39
304,SIC250039,山景服務處|(S),興趣班組|(IC),成人毛筆書法課程|(SIC250039),2025-04-30 (開始)|2025-07-02 (結束),14:00 (開始)|15:30 (結束),三,8 (堂數)|2 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$380.00 (課程)|$480.00 (非會員)|,,學生數: 6
305,SIC250038,山景服務處|(S),興趣班組|(IC),(連天睿)電鋼琴班(日)（12:30 - 13:00）|(SIC250038),2025-03-09 (開始)|2025-03-30 (結束),12:30 (開始)|13:00 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
306,SIC250037,山景服務處|(S),興趣班組|(IC),課餘託管A(P1-P3)|(SIC250037),2025-03-03 (開始)|2025-03-31 (結束),16:00 (開始)|17:30 (結束),"一, 二, 三, 四, 五",21 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),6 人,"$2,000.00 (課程)|$2,100.00 (非會員)|",,學生數: 1
307,SIC250036,山景服務處|(S),興趣班組|(IC),成人鉛筆素描課程|(SIC250036),2025-03-26 (開始)|2025-05-28 (結束),10:30 (開始)|12:30 (結束),三,10 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$430.00 (課程)|$530.00 (非會員)|,,學生數: 5
308,SIC250035,山景服務處|(S),興趣班組|(IC),(新生)(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第四期)|(SIC250035),2025-02-20 (開始)|2025-04-10 (結束),16:15 (開始)|17:15 (結束),四,6 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),2 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 2
309,SIC250034,山景服務處|(S),興趣班組|(IC),(孔俊軒)電鋼琴班(日)（12:00 - 12:30）|(SIC250034),2025-02-23 (開始)|2025-03-16 (結束),12:00 (開始)|12:30 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
310,SIC250033,山景服務處|(S),興趣班組|(IC),樂兒英文字詞拼讀初班|(SIC250033),2025-03-22 (開始)|2025-05-03 (結束),14:30 (開始)|15:30 (結束),六,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 0
311,SIC250032,山景服務處|(S),興趣班組|(IC),LOVE English Phonics A(初級)|(SIC250032),2025-03-22 (開始)|2025-05-03 (結束),15:30 (開始)|16:30 (結束),六,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 0
312,SIC250031,山景服務處|(S),興趣班組|(IC),英文精讀班|(SIC250031),2025-03-08 (開始)|2025-03-29 (結束),09:30 (開始)|10:30 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 2
313,SIC250030,山景服務處|(S),興趣班組|(IC),數學精讀班|(SIC250030),2025-05-10 (開始)|2025-06-07 (結束),10:30 (開始)|11:30 (結束),六,4 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 0
314,SIC250029,山景服務處|(S),興趣班組|(IC),(舊生優先)兒童珠心算A|(SIC250029),2025-03-01 (開始)|2025-03-22 (結束),13:00 (開始)|14:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),9 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 7
315,SIC250028,山景服務處|(S),興趣班組|(IC),兒童珠心算B|(SIC250028),2025-03-01 (開始)|2025-03-22 (結束),12:00 (開始)|13:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 4
316,SIC250027,山景服務處|(S),興趣班組|(IC),(個別)(只限仁濟幼稚園)兒童跆拳道課程|(SIC250027),2025-02-14 (開始)|2025-03-07 (結束),16:30 (開始)|17:30 (結束),五,3 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),1 人,$150.00 (課程)|$250.00 (非會員)|,,學生數: 1
317,SIC250026,山景服務處|(S),興趣班組|(IC),合唱團表演班|(SIC250026),2025-04-25 (開始)|2025-06-27 (結束),10:00 (開始)|12:00 (結束),五,10 (堂數)|0 (停課)|2 小時 0 分 (時長)|,,,龍逸社區會堂會議室|(SK6),21 人,$250.00 (課程)|$350.00 (非會員)|,,學生數: 18
318,SIC250025,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童舞獅班(上課時間待定)|(SIC250025),2025-04-05 (開始)|2025-06-28 (結束),00:00 (開始)|00:00 (結束),六,11 (堂數)|2 (停課)|0 分 (時長)|,,,仁濟幼稚園|(SK5),1 人,$880.00 (課程)|$980.00 (非會員)|,,學生數: 0
319,SIC250024,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)兒童舞獅班|(SIC250024),2025-03-15 (開始)|2025-04-12 (結束),09:30 (開始)|10:30 (結束),六,2 (堂數)|3 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),10 人,$160.00 (課程)|$260.00 (非會員)|,,學生數: 9
320,SIC250023,山景服務處|(S),興趣班組|(IC),英文精讀班|(SIC250023),2025-02-08 (開始)|2025-03-01 (結束),09:30 (開始)|10:30 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 2
321,SIC250022,山景服務處|(S),興趣班組|(IC),數學精讀班|(SIC250022),2025-02-08 (開始)|2025-03-01 (結束),10:30 (開始)|11:30 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$240.00 (課程)|$340.00 (非會員)|,,學生數: 0
322,SIC250021,山景服務處|(S),專業課程|(PC),劍橋英語-starters級|(SIC250021),2025-03-01 (開始)|2025-04-12 (結束),17:30 (開始)|18:30 (結束),六,6 (堂數)|1 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),10 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 5
323,SIC250020,山景服務處|(S),興趣班組|(IC),兒童綜合畫班|(SIC250020),2025-03-03 (開始)|2025-04-07 (結束),16:30 (開始)|17:30 (結束),一,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$450.00 (課程)|$550.00 (非會員)|,,學生數: 4
324,SIC250019,山景服務處|(S),興趣班組|(IC),LOVE English Phonics B(精進)|(SIC250019),2025-02-22 (開始)|2025-03-29 (結束),16:30 (開始)|17:30 (結束),六,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 3
325,SIC250018,山景服務處|(S),興趣班組|(IC),LOVE English Phonics A(精進)|(SIC250018),2025-02-08 (開始)|2025-03-15 (結束),15:30 (開始)|16:30 (結束),六,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 2
326,SIC250017,山景服務處|(S),興趣班組|(IC),樂兒英文字詞拼讀初班|(SIC250017),2025-02-08 (開始)|2025-03-15 (結束),14:30 (開始)|15:30 (結束),六,6 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$500.00 (課程)|$600.00 (非會員)|,,學生數: 4
327,SIC250016,山景服務處|(S),興趣班組|(IC),(只限仁濟幼稚園)Jolly Phonics兒童英文拼音課程(第四期)|(SIC250016),2025-02-20 (開始)|2025-04-10 (結束),16:15 (開始)|17:15 (結束),四,6 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,仁濟幼稚園|(SK5),15 人,$530.00 (課程)|$630.00 (非會員)|,,學生數: 13
328,SIC250015,山景服務處|(S),興趣班組|(IC),(舊生優先)I LOVE PHONICS B(高班)|(SIC250015),2025-02-20 (開始)|2025-04-10 (結束),17:30 (開始)|18:30 (結束),四,6 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),3 人,$620.00 (課程)|$720.00 (非會員)|,,學生數: 3
329,SIC250014,山景服務處|(S),興趣班組|(IC),(舊生優先)I LOVE PHONICS B(中班)|(SIC250014),2025-02-20 (開始)|2025-04-10 (結束),17:30 (開始)|18:30 (結束),四,6 (堂數)|2 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),7 人,$560.00 (課程)|$660.00 (非會員)|,,學生數: 7
330,SIC250013,山景服務處|(S),興趣班組|(IC),兒童珠心算B|(SIC250013),2025-02-01 (開始)|2025-02-22 (結束),12:00 (開始)|13:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),8 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 3
331,SIC250012,山景服務處|(S),興趣班組|(IC),(舊生優先)兒童珠心算A|(SIC250012),2025-02-01 (開始)|2025-02-22 (結束),13:00 (開始)|14:00 (結束),六,4 (堂數)|0 (停課)|1 小時 0 分 (時長)|,,,活動室|(SK3),9 人,$400.00 (課程)|$500.00 (非會員)|,,學生數: 3
332,SIC250011,山景服務處|(S),興趣班組|(IC),(連天睿)電鋼琴班(日)（12:30 - 13:00）|(SIC250011),2025-02-09 (開始)|2025-03-02 (結束),12:30 (開始)|13:00 (結束),日,4 (堂數)|0 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
333,SIC250010,山景服務處|(S),興趣班組|(IC),(加堂)(只限仁濟幼稚園)兒童中國舞課程|(SIC250010),2025-01-02 (開始)|2025-01-02 (結束),16:30 (開始)|18:00 (結束),四,1 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,仁濟幼稚園|(SK5),4 人,$100.00 (課程)|$200.00 (非會員)|,,學生數: 4
334,SIC241061,山景服務處|(S),興趣班組|(IC),(孔俊軒)電鋼琴班(日)（12:00 - 12:30）|(SIC241061),2025-01-12 (開始)|2025-02-16 (結束),12:00 (開始)|12:30 (結束),日,4 (堂數)|2 (停課)|30 分 (時長)|,,,活動室|(SK3),1 人,$600.00 (課程)|$700.00 (非會員)|,,學生數: 1
335,SFP250002,山景服務處|(S),活動|(E),新春行大運一天遊|(SFP250002),2025-02-23 (開始)|2025-02-23 (結束),09:00 (開始)|17:00 (結束),日,1 (堂數)|0 (停課)|8 小時 0 分 (時長)|,,,SK|(SK4),58 人,$205.00 (課程)|$305.00 (非會員)|,,學生數: 43
336,SIC250009,山景服務處|(S),興趣班組|(IC),課餘託管A(P1-P3)|(SIC250009),2025-01-02 (開始)|2025-01-28 (結束),16:00 (開始)|17:30 (結束),"一, 二, 三, 四, 五",15 (堂數)|4 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),6 人,"$1,500.00 (課程)|$1,600.00 (非會員)|",,學生數: 0
337,SFP250001,山景服務處|(S),活動|(E),賀年揮春|(SFP250001),2025-01-23 (開始)|2025-01-23 (結束),14:00 (開始)|17:30 (結束),四,1 (堂數)|0 (停課)|3 小時 30 分 (時長)|,,,SK|(SK4),60 人,$0.00 (課程)|$100.00 (非會員)|,,學生數: 57
338,SIC250008,山景服務處|(S),興趣班組|(IC),賀年掛飾DIY(五)|(SIC250008),2025-01-03 (開始)|2025-01-03 (結束),14:00 (開始)|15:30 (結束),五,1 (堂數)|0 (停課)|1 小時 30 分 (時長)|,,,活動室|(SK3),8 人,$20.00 (課程)|$120.00 (非會員)|,,學生數: 3
